player,season,age,team,position,games_played,games_started,minutes_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,points_per_game,per,usage_pct,true_shooting_pct,win_shares,Box_PlusMinus,value_over_replacement,delta_points_per_game,delta_rebounds_per_game,delta_assists_per_game,delta_per,delta_usage_pct,delta_true_shooting_pct,delta_Box_PlusMinus,delta_win_shares,delta_value_over_replacement,z_delta_points_per_game,z_delta_per,z_delta_usage_pct,z_delta_true_shooting_pct,z_delta_win_shares,breakout_score,breakout
Jonathan Kuminga,2023-24,21.0,GSW,PF,74.0,46.0,26.3,4.8,2.2,0.7,0.5,16.1,17.0,24.1,0.598,4.6,-0.4,0.8,6.200000000000001,1.4,0.30000000000000027,3.6999999999999993,4.5,0.0010000000000000009,1.2999999999999998,2.1999999999999997,0.7000000000000001,1.6980417464335023,1.3349230663975924,1.4300236409203029,-0.10929856093982747,0.9212133340368083,1.05,1
Jonathan Kuminga,2024-25,22.0,GSW,PF,47.0,10.0,24.3,4.6,2.2,0.8,0.4,15.3,15.7,27.4,0.535,1.9,-0.6,0.4,-0.8000000000000007,-0.20000000000000018,0.0,-1.3000000000000007,3.299999999999997,-0.06299999999999994,-0.19999999999999996,-2.6999999999999997,-0.4,-0.5155515146716417,-0.8068607644380243,1.005428599804945,-1.5955318758286188,-1.702353019157973,-0.72,0
Jonathan Mogbo,2024-25,23.0,TOR,PF,63.0,18.0,20.4,4.9,2.3,0.9,0.5,6.2,11.9,15.0,0.496,1.9,-1.9,0.0,,,,,,,,,,,,,,,,0
Jontay Porter,2023-24,24.0,TOR,PF,26.0,5.0,13.8,3.2,2.3,0.8,0.8,4.4,14.9,15.8,0.514,0.7,1.7,0.3,,,,,,,,,,,,,,,,0
Jordan Goodwin,2022-23,24.0,WAS,PG,62.0,7.0,17.8,3.3,2.7,0.9,0.4,6.6,14.8,17.3,0.531,2.2,0.7,0.8,,,,,,,,,,,,,,,,0
Jordan Hawkins,2023-24,21.0,NOP,SG,67.0,10.0,17.3,2.2,1.0,0.3,0.1,7.8,10.2,19.9,0.533,1.3,-3.1,-0.3,,,,,,,,,,,,,,,,0
Jordan Hawkins,2024-25,22.0,NOP,SG,56.0,9.0,23.6,2.8,1.2,0.5,0.4,10.8,9.6,21.0,0.504,-0.5,-5.4,-1.2,3.000000000000001,0.5999999999999996,0.19999999999999996,-0.5999999999999996,1.1000000000000014,-0.029000000000000026,-2.3000000000000003,-1.8,-0.8999999999999999,0.6861133984997223,-0.5070110281210376,0.227004357760126,-0.8059704272939497,-1.2204734848977072,-0.32,0
Jordan McLaughlin,2020-21,24.0,MIN,PG,51.0,2.0,18.4,2.1,3.8,1.0,0.1,5.0,12.0,13.7,0.502,1.2,-1.7,0.1,,,,,,,,,,,,,,,,0
Jordan Nwora,2021-22,23.0,MIL,SF,62.0,13.0,19.1,3.6,1.0,0.4,0.3,7.9,9.9,19.4,0.506,0.6,-4.1,-0.6,,,,,,,,,,,,,,,,0
Jordan Nwora,2022-23,24.0,2TM,SF,62.0,14.0,19.2,3.7,1.4,0.4,0.2,8.7,12.2,19.4,0.561,1.5,-2.1,0.0,0.7999999999999989,0.10000000000000009,0.3999999999999999,2.299999999999999,0.0,0.05500000000000005,1.9999999999999996,0.9,0.6,-0.00958734070475192,0.7352235937636196,-0.16220776326228478,1.1447107984975924,0.2251651178830909,0.39,0
Jordan Poole,2020-21,21.0,GSW,SG,51.0,7.0,19.4,1.8,1.9,0.5,0.2,12.0,15.1,25.0,0.581,1.9,-0.5,0.4,,,,,,,,,,,,,,,,0
Jordan Poole,2021-22,22.0,GSW,SG,76.0,51.0,30.0,3.4,4.0,0.8,0.3,18.5,16.1,26.0,0.598,6.0,1.0,1.7,6.5,1.5999999999999999,2.1,1.0000000000000018,1.0,0.017000000000000015,1.5,4.1,1.2999999999999998,1.7929100290522937,0.17835979774636043,0.1916214376671791,0.26225976778237103,1.9385145730307032,0.87,1
Jordan Poole,2022-23,23.0,GSW,PG,82.0,43.0,30.0,2.7,4.5,0.8,0.3,20.4,14.6,29.2,0.573,3.2,-1.9,0.1,1.8999999999999986,-0.6999999999999997,0.5,-1.5000000000000018,3.1999999999999993,-0.025000000000000022,-2.9,-2.8,-1.5999999999999999,0.3382630288974847,-0.8925321176714496,0.9700456797119994,-0.7130808451134,-1.755895189631336,-0.41,0
Jordan Poole,2023-24,24.0,WAS,SG,78.0,66.0,30.1,2.7,4.4,1.1,0.3,17.4,12.1,26.4,0.529,-0.6,-3.9,-1.2,-3.0,0.0,-0.09999999999999964,-2.5,-2.8000000000000007,-0.04399999999999993,-2.0,-3.8000000000000003,-1.3,-1.2112522538761152,-1.3208888838385722,-1.1529295258647838,-1.1543063604710082,-2.291316894364965,-1.43,0
Jose Alvarado,2021-22,23.0,NOP,PG,54.0,1.0,15.4,1.9,2.8,1.3,0.1,6.1,16.4,18.4,0.52,2.1,1.9,0.8,,,,,,,,,,,,,,,,0
Jose Alvarado,2022-23,24.0,NOP,PG,61.0,10.0,21.5,2.3,3.0,1.1,0.2,9.0,11.8,19.8,0.525,1.8,-1.2,0.3,2.9000000000000004,0.3999999999999999,0.20000000000000018,-4.599999999999998,1.4000000000000021,0.0050000000000000044,-3.0999999999999996,-0.30000000000000004,-0.5,0.6544906376267915,-2.2204380927895304,0.3331531180389654,-0.01640897875927785,-0.4173409277972638,-0.33,0
Josh Christopher,2021-22,20.0,HOU,SG,74.0,2.0,18.0,2.5,2.0,0.9,0.2,7.9,12.2,21.1,0.534,0.3,-3.5,-0.5,,,,,,,,,,,,,,,,0
Josh Christopher,2022-23,21.0,HOU,SG,64.0,2.0,12.3,1.1,1.1,0.5,0.2,5.8,11.5,21.9,0.523,0.0,-4.3,-0.5,-2.1000000000000005,-1.4,-0.8999999999999999,-0.6999999999999993,0.7999999999999972,-0.01100000000000001,-0.7999999999999998,-0.3,0.0,-0.9266474060197397,-0.5498467047377498,0.12085559748128533,-0.38796730748147634,-0.4173409277972638,-0.43,0
Josh Giddey,2021-22,19.0,OKC,SF,54.0,54.0,31.5,7.8,6.4,0.9,0.4,12.5,13.3,22.2,0.478,0.4,-0.9,0.5,,,,,,,,,,,,,,,,0
Josh Giddey,2022-23,20.0,OKC,PF,76.0,76.0,31.1,7.9,6.2,0.8,0.4,16.6,17.1,24.6,0.533,4.0,1.2,1.9,4.100000000000001,0.10000000000000053,-0.20000000000000018,3.8000000000000007,2.400000000000002,0.05500000000000005,2.1,3.6,1.4,1.0339637681019593,1.3777587430143055,0.6869823189684293,1.1447107984975924,1.6708037206638888,1.18,1
Josh Giddey,2023-24,21.0,OKC,SG,80.0,80.0,25.1,6.4,4.8,0.6,0.6,12.3,16.6,23.1,0.547,4.3,1.5,1.8,-4.300000000000001,-1.5,-1.4000000000000004,-0.5,-1.5,0.014000000000000012,0.30000000000000004,0.2999999999999998,-0.09999999999999987,-1.6223481452242132,-0.4641753515043254,-0.6929515646564806,0.19259258114695882,-0.09608790495708654,-0.54,0
Josh Giddey,2024-25,22.0,CHI,PG,70.0,69.0,30.2,8.1,7.2,1.2,0.6,14.6,18.1,21.7,0.57,5.3,3.0,2.7,2.299999999999999,1.6999999999999993,2.4000000000000004,1.5,-1.4000000000000021,0.02299999999999991,1.5,1.0,0.9000000000000001,0.46475407238920735,0.39253818082992137,-0.6575686445635349,0.4015941410531929,0.27870728835645375,0.18,0
Josh Green,2021-22,21.0,DAL,SG,67.0,3.0,15.5,2.4,1.2,0.7,0.2,4.8,11.9,13.9,0.578,2.4,-1.0,0.3,,,,,,,,,,,,,,,,0
Josh Green,2022-23,22.0,DAL,SG,60.0,21.0,25.7,3.0,1.7,0.7,0.1,9.1,11.2,14.6,0.645,2.6,-2.4,-0.2,4.3,0.6000000000000001,0.5,-0.7000000000000011,0.6999999999999993,0.06700000000000006,-1.4,0.20000000000000018,-0.5,1.09720928984782,-0.5498467047377505,0.08547267738833969,1.4233795450392412,-0.14963007543044923,0.38,0
Josh Green,2023-24,23.0,DAL,SG,57.0,33.0,26.4,3.2,2.3,0.8,0.2,8.2,9.9,13.1,0.588,2.2,-2.7,-0.3,-0.9000000000000004,0.20000000000000018,0.5999999999999999,-1.299999999999999,-1.5,-0.05700000000000005,-0.30000000000000027,-0.3999999999999999,-0.09999999999999998,-0.5471742755445722,-0.8068607644380237,-0.6929515646564806,-1.456197502557797,-0.47088309827062663,-0.79,0
Josh Green,2024-25,24.0,CHO,SG,68.0,67.0,27.8,2.5,1.6,1.1,0.2,7.4,7.8,11.8,0.559,1.5,-4.3,-1.1,-0.7999999999999989,-0.7000000000000002,-0.6999999999999997,-2.1000000000000005,-1.299999999999999,-0.028999999999999915,-1.5999999999999996,-0.7000000000000002,-0.8,-0.5155515146716412,-1.149546177371723,-0.6221857244705874,-0.8059704272939471,-0.6315096096907155,-0.74,0
Josh Hall,2020-21,20.0,OKC,SF,21.0,1.0,16.0,2.8,1.3,0.2,0.0,4.1,1.0,18.1,0.363,-0.9,-11.9,-0.8,,,,,,,,,,,,,,,,0
Josh Jackson,2020-21,23.0,DET,SG,62.0,25.0,25.2,4.1,2.3,0.9,0.8,13.4,12.0,26.5,0.516,0.1,-3.0,-0.4,,,,,,,,,,,,,,,,0
Josh Jackson,2021-22,24.0,2TM,SF,51.0,3.0,16.3,2.8,1.1,0.5,0.4,6.4,9.5,19.7,0.491,0.0,-4.5,-0.5,-7.0,-1.2999999999999998,-1.1999999999999997,-2.5,-6.800000000000001,-0.025000000000000022,-1.5,-0.1,-0.09999999999999998,-2.4761626887933397,-1.3208888838385722,-2.568246329582639,-0.7130808451134,-0.310256586850538,-1.48,0
Josh Okogie,2020-21,22.0,MIN,SG,59.0,37.0,20.3,2.6,1.1,0.9,0.5,5.4,9.1,12.1,0.524,1.3,-3.3,-0.4,,,,,,,,,,,,,,,,0
Josh Okogie,2022-23,24.0,PHO,SG,72.0,26.0,18.8,3.5,1.5,0.8,0.5,7.3,13.3,17.7,0.531,2.8,-0.2,0.6,1.8999999999999995,0.8999999999999999,0.3999999999999999,4.200000000000001,5.6,0.007000000000000006,3.0999999999999996,1.4999999999999998,1.0,0.338263028897485,1.549101449481155,1.819235761942713,0.03003581233099696,0.5464181407232681,0.86,1
Joshua Primo,2021-22,19.0,SAS,SF,50.0,16.0,19.3,2.3,1.6,0.4,0.5,5.8,7.1,15.4,0.487,0.0,-5.0,-0.7,,,,,,,,,,,,,,,,0
Julian Champagnie,2023-24,22.0,SAS,SF,74.0,59.0,19.8,2.8,1.4,0.6,0.6,6.8,10.6,14.4,0.57,1.8,-1.9,0.0,,,,,,,,,,,,,,,,0
Julian Champagnie,2024-25,23.0,SAS,SF,82.0,29.0,23.6,3.9,1.4,0.7,0.4,9.9,12.2,17.2,0.577,2.5,-1.3,0.4,3.1000000000000005,1.1,0.0,1.5999999999999996,2.799999999999999,0.007000000000000006,0.5999999999999999,0.7,0.4,0.7177361593726528,0.43537385744663354,0.8285139993402137,0.03003581233099696,0.1180807769363651,0.43,0
Julian Phillips,2024-25,21.0,CHI,SF,79.0,5.0,14.2,2.1,0.5,0.5,0.3,4.6,10.2,12.9,0.571,1.9,-3.0,-0.3,,,,,,,,,,,,,,,,0
Julian Strawther,2024-25,22.0,DEN,SG,65.0,4.0,21.3,2.2,1.3,0.6,0.2,9.0,9.5,17.8,0.559,1.3,-4.5,-0.9,,,,,,,,,,,,,,,,0
Justin Champagnie,2024-25,23.0,WAS,SF,62.0,31.0,21.6,5.7,1.0,1.0,0.6,8.8,15.7,15.6,0.614,2.8,-0.5,0.5,,,,,,,,,,,,,,,,0
Justin Edwards,2024-25,21.0,PHI,SF,44.0,26.0,26.3,3.4,1.6,1.0,0.4,10.1,11.3,16.9,0.559,0.9,-3.7,-0.5,,,,,,,,,,,,,,,,0
Justin Robinson,2021-22,24.0,3TM,PG,25.0,0.0,12.2,0.8,1.3,0.4,0.0,3.1,3.6,16.0,0.404,-0.3,-7.6,-0.4,,,,,,,,,,,,,,,,0
Justise Winslow,2020-21,24.0,MEM,SF,26.0,1.0,19.5,4.5,1.9,0.6,0.5,6.8,6.2,21.9,0.395,-0.7,-6.0,-0.5,,,,,,,,,,,,,,,,0
KJ Martin,2020-21,20.0,HOU,SF,45.0,8.0,23.7,5.4,1.1,0.7,0.9,9.3,14.6,15.6,0.59,2.2,-1.8,0.0,,,,,,,,,,,,,,,,0
KJ Martin,2021-22,21.0,HOU,SF,79.0,2.0,21.0,3.8,1.3,0.4,0.5,8.8,14.3,16.3,0.603,2.9,-1.2,0.4,-0.5,-1.6000000000000005,0.19999999999999996,-0.29999999999999893,0.7000000000000011,0.013000000000000012,0.6000000000000001,0.6999999999999997,0.4,-0.4206832320528497,-0.37850399827090025,0.08547267738834032,0.1693701856018214,0.11808077693636497,-0.09,0
KJ Martin,2022-23,22.0,HOU,SF,82.0,49.0,28.0,5.5,1.5,0.5,0.4,12.7,15.4,16.4,0.635,4.9,-0.7,0.7,3.8999999999999986,1.7000000000000002,0.19999999999999996,1.0999999999999996,0.09999999999999787,0.03200000000000003,0.5,2.0000000000000004,0.29999999999999993,0.9707182463560972,0.22119547436307185,-0.12682484316933915,0.6105957009594322,0.8141289930900829,0.5,0
KJ Martin,2023-24,23.0,2TM,SF,60.0,2.0,12.4,2.2,0.9,0.4,0.2,3.7,9.9,13.4,0.563,1.1,-4.1,-0.4,-9.0,-3.3,-0.6,-5.5,-2.9999999999999982,-0.07200000000000006,-3.3999999999999995,-3.8000000000000003,-1.1,-3.1086179062519523,-2.6059591823399426,-1.2236953660506757,-1.804533435734858,-2.291316894364965,-2.21,0
KJ Martin,2024-25,24.0,2TM,PF,43.0,16.0,21.2,2.9,1.1,0.4,0.5,6.4,10.2,11.5,0.618,1.3,-3.6,-0.4,2.7,0.6999999999999997,0.20000000000000007,0.29999999999999893,-1.9000000000000004,0.05500000000000005,0.49999999999999956,0.19999999999999996,0.0,0.5912451158809302,-0.12148993857062715,-0.8344832450282663,1.1447107984975924,-0.14963007543044934,0.13,0
KJ Simpson,2024-25,22.0,CHO,PG,36.0,15.0,23.4,3.0,3.1,0.9,0.2,7.8,8.3,19.1,0.437,-0.4,-5.4,-0.7,,,,,,,,,,,,,,,,0
KZ Okpala,2020-21,21.0,MIA,PF,37.0,9.0,12.1,1.8,0.5,0.3,0.3,2.5,5.2,11.9,0.448,0.1,-7.1,-0.6,,,,,,,,,,,,,,,,0
Kai Jones,2022-23,22.0,CHO,C,46.0,0.0,12.0,2.7,0.3,0.4,0.7,3.4,10.8,12.4,0.597,0.7,-4.0,-0.3,,,,,,,,,,,,,,,,0
Karlo Matkovic,2024-25,23.0,NOP,PF,42.0,7.0,18.8,5.0,1.1,0.5,1.0,7.7,15.6,15.9,0.639,1.6,-2.0,0.0,,,,,,,,,,,,,,,,0
Keegan Murray,2022-23,22.0,SAC,SF,80.0,78.0,29.8,4.6,1.2,0.8,0.5,12.2,12.3,15.8,0.597,4.3,-0.6,0.8,,,,,,,,,,,,,,,,0
Keegan Murray,2023-24,23.0,SAC,SF,77.0,77.0,33.6,5.5,1.7,1.0,0.8,15.2,13.3,18.1,0.569,5.2,-0.9,0.8,3.0,0.9000000000000004,0.5,1.0,2.3000000000000007,-0.028000000000000025,-0.30000000000000004,0.9000000000000004,0.0,0.686113398499722,0.17835979774635968,0.6515993988754823,-0.7827480317488122,0.22516511788309107,0.19,0
Keegan Murray,2024-25,24.0,SAC,PF,76.0,76.0,34.3,6.7,1.4,0.8,0.9,12.4,12.0,15.0,0.553,4.4,-1.6,0.2,-2.799999999999999,1.2000000000000002,-0.30000000000000004,-1.3000000000000007,-3.1000000000000014,-0.015999999999999903,-0.7000000000000001,-0.7999999999999998,-0.6000000000000001,-1.1480067321302536,-0.8068607644380243,-1.2590782861436234,-0.5040792852071607,-0.6850517801640781,-0.88,0
Kel'el Ware,2024-25,20.0,MIA,C,64.0,36.0,22.2,7.4,0.9,0.6,1.1,9.3,17.4,17.2,0.603,4.1,-0.1,0.7,,,,,,,,,,,,,,,,0
Keldon Johnson,2020-21,21.0,SAS,SF,69.0,67.0,28.5,6.0,1.8,0.6,0.3,12.8,13.8,19.2,0.557,3.3,-1.6,0.2,,,,,,,,,,,,,,,,0
Keldon Johnson,2021-22,22.0,SAS,SF,75.0,74.0,31.9,6.1,2.1,0.8,0.2,17.0,15.2,21.3,0.574,4.9,-0.5,0.9,4.199999999999999,0.09999999999999964,0.30000000000000004,1.3999999999999986,2.1000000000000014,0.016999999999999904,1.1,1.6000000000000005,0.7,1.0655865289748891,0.3497025042132084,0.5808335586895899,0.2622597677823685,0.5999603111966314,0.57,0
Keldon Johnson,2022-23,23.0,SAS,SF,63.0,63.0,32.7,5.0,2.9,0.7,0.2,22.0,15.3,27.9,0.551,1.3,-1.8,0.1,5.0,-1.0999999999999996,0.7999999999999998,0.10000000000000142,6.599999999999998,-0.02299999999999991,-1.3,-3.6000000000000005,-0.8,1.3185686159583345,-0.20716129180405077,2.1730649628721763,-0.6666360540231226,-2.184232553418239,0.09,0
Keldon Johnson,2023-24,24.0,SAS,SF,69.0,27.0,29.5,5.5,2.8,0.7,0.3,15.7,14.2,21.9,0.565,3.0,-1.7,0.2,-6.300000000000001,0.5,-0.10000000000000009,-1.1000000000000014,-6.0,0.013999999999999901,0.10000000000000009,1.7,0.1,-2.2548033626828254,-0.7211894112046,-2.285182968839068,0.19259258114695624,0.6535024816699939,-0.88,0
Keon Ellis,2023-24,24.0,SAC,SG,57.0,21.0,17.2,2.2,1.5,0.9,0.5,5.4,12.0,12.4,0.627,2.3,1.2,0.8,,,,,,,,,,,,,,,,0
Keon Johnson,2021-22,19.0,2TM,SG,37.0,12.0,18.8,2.2,2.1,0.8,0.3,7.2,8.7,21.2,0.453,-0.5,-5.9,-0.7,,,,,,,,,,,,,,,,0
Keon Johnson,2024-25,22.0,BRK,SG,79.0,56.0,24.4,3.8,2.2,1.0,0.4,10.6,10.4,21.7,0.499,0.5,-3.3,-0.6,3.3999999999999995,1.5999999999999996,0.10000000000000009,1.700000000000001,0.5,0.045999999999999985,2.6000000000000005,1.0,0.09999999999999998,0.8126044419914443,0.4782095340633465,0.014706837202447164,0.9357092385913545,0.27870728835645375,0.5,0
Kessler Edwards,2021-22,21.0,BRK,SF,48.0,23.0,20.6,3.6,0.6,0.6,0.5,5.9,8.3,13.8,0.516,0.6,-3.8,-0.5,,,,,,,,,,,,,,,,0
Kessler Edwards,2024-25,24.0,DAL,SF,40.0,18.0,15.2,2.9,1.1,0.5,0.5,4.2,11.3,11.1,0.597,1.2,-1.4,0.1,-1.7000000000000002,-0.7000000000000002,0.5000000000000001,3.0,-2.700000000000001,0.08099999999999996,2.4,0.6,0.6,-0.8001563625280171,1.0350733300806065,-1.1175466057718377,1.7484930826711624,0.06453860646300222,0.19,0
Kevin Huerter,2020-21,22.0,ATL,SG,69.0,49.0,30.8,3.3,3.5,1.2,0.3,11.9,12.2,17.2,0.541,3.6,-0.3,1.0,,,,,,,,,,,,,,,,0
Kevin Huerter,2021-22,23.0,ATL,SF,74.0,60.0,29.6,3.4,2.7,0.7,0.4,12.1,11.9,17.5,0.57,2.8,-1.2,0.4,0.1999999999999993,0.10000000000000009,-0.7999999999999998,-0.29999999999999893,0.3000000000000007,0.028999999999999915,-0.8999999999999999,-0.8000000000000003,-0.6,-0.1993239059423355,-0.37850399827090025,-0.056059002983445363,0.5409285143240173,-0.6850517801640783,-0.16,0
Kevin Huerter,2022-23,24.0,SAC,SG,75.0,75.0,29.4,3.3,2.9,1.1,0.3,15.2,15.2,19.9,0.617,4.9,1.0,1.7,3.0999999999999996,-0.10000000000000009,0.19999999999999973,3.299999999999999,2.3999999999999986,0.04700000000000004,2.2,2.1000000000000005,1.2999999999999998,0.7177361593726524,1.163580359930743,0.686982318968428,0.9589316341364932,0.8676711635634459,0.88,1
Kevin Knox,2022-23,23.0,2TM,SF,63.0,5.0,15.1,2.8,0.5,0.4,0.2,6.6,11.1,18.4,0.579,0.7,-3.5,-0.4,,,,,,,,,,,,,,,,0
Kevin Knox,2023-24,24.0,DET,SF,31.0,11.0,18.1,2.4,0.7,0.4,0.2,7.2,9.9,16.6,0.57,0.4,-4.6,-0.4,0.6000000000000005,-0.3999999999999999,0.19999999999999996,-1.1999999999999993,-1.7999999999999972,-0.009000000000000008,-1.0999999999999996,-0.29999999999999993,0.0,-0.07283286245061266,-0.7640250878213114,-0.7991003249353188,-0.3415225163912015,-0.4173409277972637,-0.48,0
Kevin Porter Jr.,2020-21,20.0,HOU,SG,26.0,23.0,32.1,3.8,6.3,0.7,0.3,16.6,12.5,25.4,0.528,0.0,-3.5,-0.3,,,,,,,,,,,,,,,,0
Kevin Porter Jr.,2021-22,21.0,HOU,PG,61.0,61.0,31.3,4.4,6.2,1.1,0.4,15.6,13.5,24.1,0.531,0.8,-1.6,0.2,-1.0000000000000018,0.6000000000000005,-0.09999999999999964,1.0,-1.2999999999999972,0.0030000000000000027,1.9,0.8,0.5,-0.5787970364175034,0.17835979774635968,-0.6221857244705868,-0.06285376984955267,0.17162294740972803,-0.18,0
Kevin Porter Jr.,2022-23,22.0,HOU,PG,59.0,59.0,34.3,5.3,5.7,1.4,0.3,19.2,16.2,24.3,0.565,2.9,0.6,1.3,3.5999999999999996,0.8999999999999995,-0.5,2.6999999999999993,0.1999999999999993,0.03399999999999992,2.2,2.0999999999999996,1.1,0.8758499637373056,0.9065663002304691,-0.09144192307639225,0.6570404920497044,0.8676711635634453,0.64,1
Kevin Porter Jr.,2024-25,24.0,2TM,SG,75.0,4.0,19.8,3.7,3.4,1.1,0.2,10.3,15.4,25.4,0.531,2.2,-0.6,0.5,-8.899999999999999,-1.5999999999999996,-2.3000000000000003,-0.7999999999999989,1.0999999999999979,-0.03399999999999992,-1.2,-0.6999999999999997,-0.8,-3.076995145379021,-0.5926823813544619,0.22700435776012473,-0.9220824050196341,-0.6315096096907151,-1.0,0
Kevon Looney,2020-21,24.0,GSW,C,61.0,34.0,19.0,5.3,2.0,0.3,0.4,4.1,11.9,9.4,0.575,3.4,-0.9,0.3,,,,,,,,,,,,,,,,0
Keyonte George,2023-24,20.0,UTA,PG,75.0,44.0,27.0,2.8,4.4,0.5,0.1,13.0,10.4,22.8,0.533,-0.3,-4.4,-1.2,,,,,,,,,,,,,,,,0
Keyonte George,2024-25,21.0,UTA,PG,67.0,35.0,31.5,3.8,5.6,0.7,0.1,16.8,12.9,24.3,0.539,1.1,-2.7,-0.3,3.8000000000000007,1.0,1.1999999999999993,2.5,1.5,0.006000000000000005,1.7000000000000002,1.4000000000000001,0.8999999999999999,0.9390954854831671,0.8208949469970448,0.36853603813191105,0.0068134167858595555,0.49287597024990537,0.53,0
Killian Hayes,2020-21,19.0,DET,PG,26.0,18.0,25.8,2.7,5.3,1.0,0.4,6.8,5.3,19.0,0.422,-1.1,-7.2,-0.9,,,,,,,,,,,,,,,,0
Killian Hayes,2021-22,20.0,DET,PG,66.0,40.0,25.0,3.2,4.2,1.2,0.5,6.9,9.3,15.7,0.461,0.5,-3.5,-0.6,0.10000000000000053,0.5,-1.0999999999999996,4.000000000000001,-3.3000000000000007,0.039000000000000035,3.7,1.6,0.30000000000000004,-0.23094666681526574,1.4634300962477302,-1.3298441263295158,0.7731524697753939,0.5999603111966312,0.26,0
Killian Hayes,2022-23,21.0,DET,PG,76.0,56.0,28.3,2.9,6.2,1.4,0.4,10.3,10.2,20.5,0.455,-0.5,-3.8,-1.0,3.4000000000000004,-0.30000000000000027,2.0,0.8999999999999986,4.800000000000001,-0.006000000000000005,-0.2999999999999998,-1.0,-0.4,0.8126044419914445,0.13552412112964674,1.5361724011991422,-0.2718553297557893,-0.792136121110804,0.28,0
Killian Hayes,2023-24,22.0,DET,PG,42.0,31.0,24.0,2.8,4.9,0.9,0.5,6.9,10.5,15.1,0.474,0.7,-2.7,-0.2,-3.4000000000000004,-0.10000000000000009,-1.2999999999999998,0.3000000000000007,-5.4,0.01899999999999996,1.0999999999999996,1.2,0.8,-1.3377432973678376,-0.12148993857062639,-2.0728854482813897,0.3087045588726446,0.3857916293031795,-0.57,0
Killian Tillie,2021-22,23.0,MEM,C,36.0,3.0,12.8,1.7,0.6,0.6,0.4,3.3,7.6,12.8,0.452,0.6,-2.7,-0.1,,,,,,,,,,,,,,,,0
Kira Lewis Jr.,2020-21,19.0,NOP,PG,54.0,0.0,16.7,1.3,2.3,0.7,0.2,6.4,10.3,18.3,0.477,0.9,-3.4,-0.3,,,,,,,,,,,,,,,,0
Kira Lewis Jr.,2021-22,20.0,NOP,PG,24.0,0.0,14.2,1.6,2.0,0.5,0.0,5.9,9.8,22.3,0.466,-0.1,-4.0,-0.2,-0.5,0.30000000000000004,-0.2999999999999998,-0.5,4.0,-0.010999999999999954,-0.6000000000000001,-1.0,0.09999999999999998,-0.4206832320528497,-0.4641753515043254,1.2531090404555707,-0.387967307481475,-0.792136121110804,-0.16,0
Kris Murray,2023-24,23.0,POR,SF,62.0,29.0,21.7,3.6,1.3,0.9,0.3,6.1,9.0,14.1,0.481,0.7,-3.6,-0.6,,,,,,,,,,,,,,,,0
Kris Murray,2024-25,24.0,POR,SF,69.0,6.0,15.1,2.6,1.0,0.5,0.2,4.2,9.1,13.9,0.472,0.7,-3.0,-0.3,-1.8999999999999995,-1.0,-0.30000000000000004,0.09999999999999964,-0.1999999999999993,-0.009000000000000008,0.6000000000000001,0.0,0.3,-0.8634018842738782,-0.20716129180405152,-0.2329736034481773,-0.3415225163912015,-0.2567144163771751,-0.38,0
Kyle Filipowski,2024-25,21.0,UTA,C,72.0,27.0,21.1,6.1,1.9,0.7,0.3,9.6,14.9,18.7,0.594,2.5,-1.0,0.4,,,,,,,,,,,,,,,,0
Kyshawn George,2024-25,21.0,WAS,SG,68.0,38.0,26.5,4.2,2.5,1.0,0.7,8.7,8.8,15.9,0.503,0.1,-4.1,-0.9,,,,,,,,,,,,,,,,0
LaMelo Ball,2020-21,19.0,CHO,PG,51.0,31.0,28.8,5.9,6.1,1.6,0.4,15.7,17.5,26.1,0.539,2.8,1.8,1.4,,,,,,,,,,,,,,,,0
LaMelo Ball,2021-22,20.0,CHO,PG,75.0,75.0,32.3,6.7,7.6,1.6,0.4,20.1,19.7,28.2,0.554,5.8,3.4,3.3,4.400000000000002,0.7999999999999998,1.5,2.1999999999999993,2.099999999999998,0.015000000000000013,1.5999999999999999,3.0,1.9,1.1288320507207514,0.6923879171469074,0.5808335586895886,0.21581497669209623,1.3495506978237115,0.79,1
LaMelo Ball,2022-23,21.0,CHO,PG,36.0,36.0,35.2,6.4,8.4,1.3,0.3,23.3,17.9,30.0,0.541,1.8,2.4,1.4,3.1999999999999993,-0.2999999999999998,0.8000000000000007,-1.8000000000000007,1.8000000000000007,-0.013000000000000012,-1.0,-4.0,-1.9,0.749358920245583,-1.021039147521586,0.47468479841075045,-0.4344120985717511,-2.398401235311691,-0.53,0
LaMelo Ball,2023-24,22.0,CHO,PG,22.0,22.0,32.3,5.1,8.0,1.8,0.2,23.9,20.8,34.3,0.561,1.1,3.3,1.0,0.5999999999999979,-1.3000000000000007,-0.40000000000000036,2.900000000000002,4.299999999999997,0.020000000000000018,0.8999999999999999,-0.7,-0.3999999999999999,-0.07283286245061349,0.992237653463895,1.359257800734409,0.33192695441778325,-0.6315096096907153,0.4,0
LaMelo Ball,2024-25,23.0,CHO,PG,47.0,47.0,32.0,4.9,7.4,1.1,0.3,25.2,19.1,35.9,0.536,2.0,3.2,2.0,1.3000000000000007,-0.1999999999999993,-0.5999999999999996,-1.6999999999999993,1.6000000000000014,-0.025000000000000022,-0.09999999999999964,0.8999999999999999,1.0,0.14852646365990174,-0.9782034709048731,0.40391895822485796,-0.7130808451134,0.22516511788309085,-0.18,0
