player,season,age,team,position,games_played,games_started,minutes_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,points_per_game,per,usage_pct,true_shooting_pct,win_shares,Box_PlusMinus,value_over_replacement,delta_points_per_game,delta_rebounds_per_game,delta_assists_per_game,delta_per,delta_usage_pct,delta_true_shooting_pct,delta_Box_PlusMinus,delta_win_shares,delta_value_over_replacement,z_delta_points_per_game,z_delta_per,z_delta_usage_pct,z_delta_true_shooting_pct,z_delta_win_shares,breakout_score,breakout
Jabari Smith Jr.,2022-23,19.0,HOU,PF,79.0,79.0,31.0,7.2,1.3,0.5,0.9,12.8,11.2,18.4,0.514,1.9,-3.7,-1.1,,,,,,,,,,,,,,,,0
Jabari Smith Jr.,2023-24,20.0,HOU,PF,76.0,76.0,31.9,8.1,1.6,0.7,0.8,13.7,13.8,17.6,0.571,5.6,-0.4,1.0,0.8999999999999986,0.8999999999999995,0.30000000000000004,2.6000000000000014,-0.7999999999999972,0.05699999999999994,3.3000000000000003,3.6999999999999997,2.1,0.022035420168178586,0.8637306236137577,-0.4452711240058549,1.1911555895878647,1.7243458911372516,0.67,1
Jabari Smith Jr.,2024-25,21.0,HOU,PF,57.0,39.0,30.1,7.0,1.1,0.4,0.7,12.2,12.6,16.4,0.562,4.2,-0.7,0.6,-1.5,-1.0999999999999996,-0.5,-1.200000000000001,-1.2000000000000028,-0.008999999999999897,-0.29999999999999993,-1.3999999999999995,-0.4,-0.7369108407821559,-0.7640250878213122,-0.5868028043776424,-0.34152251639119896,-1.0063048030042552,-0.69,0
Jabari Walker,2023-24,21.0,POR,PF,72.0,23.0,23.6,7.1,1.0,0.6,0.3,8.9,13.0,16.3,0.546,2.9,-3.3,-0.6,,,,,,,,,,,,,,,,0
Jabari Walker,2024-25,22.0,POR,PF,60.0,1.0,12.5,3.5,0.6,0.6,0.1,5.2,15.0,16.3,0.601,2.0,-0.8,0.2,-3.7,-3.5999999999999996,-0.4,2.0,0.0,0.05499999999999994,2.5,-0.8999999999999999,0.8,-1.4326115799866295,0.606716563913483,-0.16220776326228478,1.1447107984975897,-0.738593950637441,-0.12,0
Jaden Hardy,2022-23,20.0,DAL,SG,48.0,5.0,14.8,1.9,1.4,0.4,0.1,8.8,14.6,26.4,0.571,0.7,-2.3,0.0,,,,,,,,,,,,,,,,0
Jaden Hardy,2023-24,21.0,DAL,SG,73.0,7.0,13.5,1.8,1.5,0.3,0.1,7.3,11.2,24.9,0.517,0.3,-4.1,-0.5,-1.5000000000000009,-0.09999999999999987,0.10000000000000009,-3.4000000000000004,-1.5,-0.05399999999999994,-1.7999999999999998,-0.39999999999999997,-0.5,-0.7369108407821562,-1.7064099733889833,-0.6929515646564806,-1.3865303159223823,-0.47088309827062663,-1.0,0
Jaden Hardy,2024-25,22.0,DAL,SG,57.0,3.0,15.9,1.6,1.4,0.5,0.1,8.7,10.4,25.3,0.549,-0.3,-4.7,-0.6,1.3999999999999995,-0.19999999999999996,-0.10000000000000009,-0.7999999999999989,0.40000000000000213,0.03200000000000003,-0.6000000000000005,-0.6,-0.09999999999999998,0.18014922453283197,-0.5926823813544619,-0.020676082890498472,0.6105957009594322,-0.5779674392173525,-0.08,0
Jaden Ivey,2022-23,20.0,DET,SG,74.0,73.0,31.1,3.9,5.2,0.8,0.2,16.3,12.1,25.4,0.528,0.0,-3.3,-0.7,,,,,,,,,,,,,,,,0
Jaden Ivey,2023-24,21.0,DET,SG,77.0,61.0,28.8,3.4,3.8,0.7,0.5,15.4,12.4,24.9,0.536,0.5,-3.1,-0.6,-0.9000000000000004,-0.5,-1.4000000000000004,0.3000000000000007,-0.5,0.008000000000000007,0.19999999999999973,0.5,0.09999999999999998,-0.5471742755445722,-0.12148993857062639,-0.3391223637270167,0.05325820787613437,0.010996435989639336,-0.19,0
Jaden Ivey,2024-25,22.0,DET,SG,30.0,30.0,29.9,4.1,4.0,0.9,0.4,17.6,14.7,26.0,0.569,1.2,0.0,0.5,2.200000000000001,0.6999999999999997,0.20000000000000018,2.299999999999999,1.1000000000000014,0.03299999999999992,3.1,0.7,1.1,0.4331313115162774,0.7352235937636196,0.227004357760126,0.633818096504567,0.1180807769363651,0.43,0
Jaden McDaniels,2020-21,20.0,MIN,PF,63.0,27.0,24.0,3.7,1.1,0.6,1.0,6.8,8.9,12.0,0.552,1.4,-3.5,-0.6,,,,,,,,,,,,,,,,0
Jaden McDaniels,2021-22,21.0,MIN,PF,70.0,31.0,25.8,4.2,1.1,0.7,0.8,9.2,10.3,15.3,0.553,2.4,-2.9,-0.4,2.3999999999999995,0.5,0.0,1.4000000000000004,3.3000000000000007,0.0010000000000000009,0.6000000000000001,1.0,0.19999999999999996,0.4963768332621381,0.3497025042132092,1.0054285998049464,-0.10929856093982747,0.27870728835645375,0.4,0
Jaden McDaniels,2022-23,22.0,MIN,SF,79.0,79.0,30.6,3.9,1.9,0.9,1.0,12.1,12.0,15.8,0.611,4.4,-1.2,0.5,2.9000000000000004,-0.30000000000000027,0.7999999999999998,1.6999999999999993,0.5,0.05799999999999994,1.7,2.0000000000000004,0.9,0.6544906376267915,0.47820953406334576,0.014706837202447164,1.214377985133002,0.8141289930900829,0.64,1
Jaden McDaniels,2023-24,23.0,MIN,SF,72.0,71.0,29.2,3.1,1.4,0.9,0.6,10.5,9.4,15.7,0.571,3.4,-2.6,-0.3,-1.5999999999999996,-0.7999999999999998,-0.5,-2.5999999999999996,-0.10000000000000142,-0.040000000000000036,-1.4000000000000001,-1.0000000000000004,-0.8,-0.7685336016550863,-1.3637245604552843,-0.19759068335523167,-1.061416778290461,-0.7921361211108042,-0.84,0
Jaden McDaniels,2024-25,24.0,MIN,PF,82.0,82.0,31.9,5.7,2.0,1.3,0.9,12.2,13.3,16.3,0.562,6.3,0.0,1.4,1.6999999999999993,2.6,0.6000000000000001,3.9000000000000004,0.6000000000000014,-0.008999999999999897,2.6,2.9,1.7,0.27501750715162376,1.4205944196310176,0.050089757295394055,-0.34152251639119896,1.2960085273503485,0.54,0
Jaime Jaquez Jr.,2023-24,22.0,MIA,SF,75.0,20.0,28.2,3.8,2.6,1.0,0.3,11.9,12.9,18.7,0.574,4.0,-1.9,0.1,,,,,,,,,,,,,,,,0
Jaime Jaquez Jr.,2024-25,23.0,MIA,SF,66.0,17.0,20.7,4.4,2.5,0.9,0.2,8.6,14.3,20.2,0.543,2.3,-0.9,0.4,-3.3000000000000007,0.6000000000000005,-0.10000000000000009,1.4000000000000004,1.5,-0.030999999999999917,0.9999999999999999,-1.7000000000000002,0.30000000000000004,-1.3061205364949071,0.3497025042132092,0.36853603813191105,-0.852415218384222,-1.1669313144243443,-0.52,0
Jake LaRavia,2023-24,22.0,MEM,PF,35.0,6.0,23.0,3.7,1.7,0.8,0.3,10.8,12.6,21.1,0.54,1.0,-2.5,-0.1,,,,,,,,,,,,,,,,0
Jake LaRavia,2024-25,23.0,2TM,PF,66.0,0.0,20.4,3.9,2.4,0.9,0.3,6.9,12.6,14.4,0.591,2.9,0.2,0.8,-3.9000000000000004,0.19999999999999973,0.7,0.0,-6.700000000000001,0.050999999999999934,2.7,1.9,0.9,-1.4958571017324906,-0.2499969684207637,-2.532863409489693,1.0518212163170402,0.7605868226167197,-0.49,0
Jalen Brunson,2020-21,24.0,DAL,PG,68.0,12.0,25.0,3.4,3.5,0.5,0.0,12.6,17.1,20.2,0.618,5.1,0.9,1.2,,,,,,,,,,,,,,,,0
Jalen Duren,2022-23,19.0,DET,C,67.0,31.0,24.9,8.9,1.1,0.7,0.9,9.1,17.3,14.3,0.655,4.5,-0.8,0.5,,,,,,,,,,,,,,,,0
Jalen Duren,2023-24,20.0,DET,C,61.0,60.0,29.1,11.6,2.4,0.5,0.8,13.8,18.7,18.5,0.653,4.8,-0.1,0.9,4.700000000000001,2.6999999999999993,1.2999999999999998,1.3999999999999986,4.199999999999999,-0.0020000000000000018,0.7000000000000001,0.2999999999999998,0.4,1.2237003333395429,0.3497025042132084,1.3238748806414633,-0.1789657475752397,-0.09608790495708654,0.52,0
Jalen Duren,2024-25,21.0,DET,C,78.0,78.0,26.1,10.3,2.7,0.7,1.1,11.8,21.4,16.4,0.703,9.2,3.1,2.7,-2.0,-1.299999999999999,0.30000000000000027,2.6999999999999993,-2.1000000000000014,0.04999999999999993,3.2,4.3999999999999995,1.8000000000000003,-0.8950246451468089,0.9065663002304691,-0.9052490852141595,1.0285988207719028,2.0991410844507916,0.45,0
Jalen Green,2021-22,19.0,HOU,SG,67.0,67.0,31.9,3.4,2.6,0.7,0.3,17.3,12.5,23.7,0.547,0.7,-2.9,-0.5,,,,,,,,,,,,,,,,0
Jalen Green,2022-23,20.0,HOU,SG,76.0,76.0,34.2,3.7,3.7,0.8,0.2,22.1,14.5,28.1,0.538,1.8,-2.1,0.0,4.800000000000001,0.30000000000000027,1.1,2.0,4.400000000000002,-0.009000000000000008,0.7999999999999998,1.1,0.5,1.2553230942124733,0.606716563913483,1.394640720827357,-0.3415225163912015,0.3322494588298167,0.65,1
Jalen Green,2023-24,21.0,HOU,SG,82.0,82.0,31.7,5.2,3.5,0.8,0.3,19.6,14.7,27.4,0.541,3.1,-0.5,1.0,-2.5,1.5,-0.20000000000000018,0.1999999999999993,-0.7000000000000028,0.0030000000000000027,1.6,1.3,1.0,-1.053138449511462,-0.16432561518733932,-0.4098882039129105,-0.06285376984955267,0.43933379977654247,-0.25,0
Jalen Green,2024-25,22.0,HOU,SG,82.0,82.0,32.9,4.6,3.4,0.9,0.3,21.0,15.1,27.3,0.544,5.1,0.5,1.7,1.3999999999999986,-0.6000000000000005,-0.10000000000000009,0.40000000000000036,-0.09999999999999787,0.0030000000000000027,1.0,1.9999999999999996,0.7,0.1801492245328317,-0.0786542619539142,-0.19759068335523042,-0.06285376984955267,0.8141289930900825,0.13,0
Jalen Johnson,2022-23,21.0,ATL,SF,70.0,6.0,14.9,4.0,1.2,0.5,0.5,5.6,14.1,16.0,0.554,2.1,0.3,0.6,,,,,,,,,,,,,,,,0
Jalen Johnson,2023-24,22.0,ATL,SF,56.0,52.0,33.7,8.7,3.6,1.2,0.8,16.0,16.3,19.1,0.584,3.8,1.2,1.5,10.4,4.699999999999999,2.4000000000000004,2.200000000000001,3.1000000000000014,0.029999999999999916,0.8999999999999999,1.6999999999999997,0.9,3.026197703096588,0.6923879171469082,0.9346627596190538,0.5641509098691547,0.6535024816699938,1.17,1
Jalen Johnson,2024-25,23.0,ATL,SF,36.0,36.0,35.7,10.0,5.0,1.6,1.0,18.9,17.3,22.5,0.569,2.4,1.8,1.2,2.8999999999999986,1.3000000000000007,1.4,1.0,3.3999999999999986,-0.015000000000000013,0.6000000000000001,-1.4,-0.30000000000000004,0.6544906376267909,0.17835979774635968,1.040811519897892,-0.48085688966202594,-1.0063048030042554,0.08,0
Jalen McDaniels,2020-21,23.0,CHO,SF,47.0,18.0,19.2,3.6,1.1,0.6,0.4,7.4,11.4,17.0,0.554,1.2,-3.2,-0.3,,,,,,,,,,,,,,,,0
Jalen McDaniels,2021-22,24.0,CHO,SF,55.0,2.0,16.3,3.1,1.1,0.5,0.4,6.2,12.7,15.3,0.595,1.7,-2.3,-0.1,-1.2000000000000002,-0.5,0.0,1.299999999999999,-1.6999999999999993,0.040999999999999925,0.9000000000000004,0.5,0.19999999999999998,-0.6420425581633641,0.30686682759649625,-0.7637174048423732,0.8195972608656661,0.010996435989639336,-0.05,0
Jalen Smith,2021-22,21.0,2TM,PF,51.0,8.0,18.1,6.0,0.5,0.3,0.8,9.2,18.4,20.3,0.595,2.8,-0.5,0.3,,,,,,,,,,,,,,,,0
Jalen Smith,2022-23,22.0,IND,C,68.0,31.0,18.8,5.8,1.0,0.3,0.9,9.4,15.9,21.0,0.565,2.3,-2.1,0.0,0.20000000000000107,-0.20000000000000018,0.5,-2.4999999999999982,0.6999999999999993,-0.030000000000000027,-1.6,-0.5,-0.3,-0.19932390594233496,-1.3208888838385713,0.08547267738833969,-0.8291928228390871,-0.5244252687439895,-0.56,0
Jalen Smith,2023-24,23.0,IND,C,61.0,14.0,17.2,5.5,1.0,0.3,0.6,9.9,20.7,19.4,0.682,4.0,2.4,1.2,0.5,-0.2999999999999998,0.0,4.799999999999999,-1.6000000000000014,0.1170000000000001,4.5,1.7000000000000002,1.2,-0.10445562332354344,1.8061155091814278,-0.7283344847494275,2.5844993222961117,0.6535024816699941,0.84,1
Jalen Smith,2024-25,24.0,CHI,C,64.0,2.0,15.0,5.6,1.0,0.3,0.7,8.2,18.7,21.0,0.586,2.9,0.9,0.7,-1.700000000000001,0.09999999999999964,0.0,-2.0,1.6000000000000014,-0.09600000000000009,-1.5,-1.1,-0.5,-0.8001563625280175,-1.1067105007550104,0.40391895822485796,-2.361870928818156,-0.845678291584167,-0.94,0
Jalen Suggs,2021-22,20.0,ORL,PG,48.0,45.0,27.2,3.6,4.4,1.2,0.4,11.8,8.6,25.3,0.455,-1.6,-5.6,-1.2,,,,,,,,,,,,,,,,0
Jalen Suggs,2022-23,21.0,ORL,SG,53.0,19.0,23.5,3.0,2.9,1.3,0.5,9.9,12.5,20.3,0.528,1.4,-1.0,0.3,-1.9000000000000004,-0.6000000000000001,-1.5000000000000004,3.9000000000000004,-5.0,0.07300000000000001,4.6,3.0,1.5,-0.8634018842738784,1.4205944196310176,-1.931353767909604,1.5627139183100645,1.3495506978237115,0.31,0
Jalen Suggs,2023-24,22.0,ORL,SG,75.0,75.0,27.0,3.1,2.7,1.4,0.6,12.6,14.1,19.7,0.602,4.7,1.0,1.5,2.6999999999999993,0.10000000000000009,-0.19999999999999973,1.5999999999999996,-0.6000000000000014,0.07399999999999995,2.0,3.3000000000000003,1.2,0.5912451158809299,0.43537385744663354,-0.3745052838199636,1.5859363138552007,1.5101772092438004,0.75,1
Jalen Suggs,2024-25,23.0,ORL,PG,35.0,35.0,28.6,4.0,3.7,1.5,0.9,16.2,14.4,27.5,0.536,1.1,0.4,0.6,3.5999999999999996,0.8999999999999999,1.0,0.3000000000000007,7.800000000000001,-0.06599999999999995,-0.6,-3.6,-0.9,0.8758499637373056,-0.12148993857062639,2.5976600039875337,-1.665199062464031,-2.184232553418239,-0.1,0
Jalen Williams,2022-23,21.0,OKC,SG,75.0,62.0,30.3,4.5,3.3,1.4,0.5,14.1,15.6,18.4,0.601,5.6,0.3,1.3,,,,,,,,,,,,,,,,0
Jalen Williams,2023-24,22.0,OKC,PF,71.0,71.0,31.3,4.0,4.5,1.1,0.6,19.1,19.1,23.7,0.621,7.3,2.3,2.4,5.000000000000002,-0.5,1.2000000000000002,3.5000000000000018,5.300000000000001,0.020000000000000018,1.9999999999999998,1.7000000000000002,1.0999999999999999,1.318568615958335,1.249251713164169,1.7130870016638742,0.33192695441778325,0.6535024816699941,1.05,1
Jalen Williams,2024-25,23.0,OKC,SG,69.0,69.0,32.4,5.3,5.1,1.6,0.7,21.6,20.3,27.5,0.573,7.8,4.0,3.4,2.5,1.2999999999999998,0.5999999999999996,1.1999999999999993,3.8000000000000007,-0.04800000000000004,1.7000000000000002,0.5,1.0,0.5279995941350689,0.264031150979784,1.1823432002696783,-1.2471959426515604,0.010996435989639336,0.15,0
Jalen Wilson,2023-24,23.0,BRK,PF,43.0,3.0,15.4,3.0,1.0,0.3,0.1,5.0,10.8,14.3,0.537,1.1,-2.9,-0.2,,,,,,,,,,,,,,,,0
Jalen Wilson,2024-25,24.0,BRK,PF,79.0,22.0,25.7,3.4,1.8,0.5,0.1,9.5,9.5,16.6,0.541,1.9,-3.9,-1.0,4.5,0.3999999999999999,0.8,-1.3000000000000007,2.3000000000000007,0.0040000000000000036,-1.0,0.7999999999999998,-0.8,1.1604548115936812,-0.8068607644380243,0.6515993988754823,-0.039631374304415254,0.17162294740972792,0.23,0
Jamal Murray,2020-21,23.0,DEN,PG,48.0,48.0,35.5,4.0,4.8,1.3,0.3,21.2,18.3,24.8,0.592,4.6,2.0,1.7,,,,,,,,,,,,,,,,0
Jamal Shead,2024-25,22.0,TOR,PG,75.0,11.0,19.6,1.5,4.2,0.8,0.1,7.1,9.9,18.6,0.499,0.8,-4.1,-0.8,,,,,,,,,,,,,,,,0
James Bouknight,2022-23,22.0,CHO,SG,34.0,0.0,15.1,2.1,1.2,0.4,0.1,5.6,6.2,19.5,0.463,-0.4,-6.5,-0.6,,,,,,,,,,,,,,,,0
James Wiseman,2020-21,19.0,GSW,C,39.0,27.0,21.4,5.8,0.7,0.3,0.9,11.5,13.1,23.8,0.552,0.7,-5.0,-0.6,,,,,,,,,,,,,,,,0
James Wiseman,2022-23,21.0,2TM,C,45.0,22.0,19.3,5.9,0.7,0.2,0.6,10.0,15.6,21.2,0.589,1.4,-3.5,-0.3,-1.5,0.10000000000000053,0.0,2.5,-2.6000000000000014,0.03699999999999992,1.5,0.7,0.3,-0.7369108407821559,0.8208949469970448,-1.0821636856788914,0.7267076786851165,0.1180807769363651,-0.03,0
James Wiseman,2023-24,22.0,DET,C,63.0,6.0,17.3,5.3,0.9,0.2,0.6,7.1,14.8,16.3,0.637,2.1,-3.5,-0.4,-2.9000000000000004,-0.6000000000000005,0.20000000000000007,-0.7999999999999989,-4.899999999999999,0.04800000000000004,0.0,0.7000000000000002,-0.10000000000000003,-1.1796294930031845,-0.5926823813544619,-1.895970847816657,0.9821540296816306,0.1180807769363652,-0.51,0
Jamison Battle,2024-25,23.0,TOR,SF,59.0,10.0,17.7,2.7,0.9,0.3,0.2,7.1,10.7,15.3,0.59,1.7,-2.3,-0.1,,,,,,,,,,,,,,,,0
Jarace Walker,2024-25,21.0,IND,PF,75.0,5.0,15.8,3.1,1.5,0.7,0.3,6.1,11.9,17.1,0.59,1.6,-0.9,0.3,,,,,,,,,,,,,,,,0
Jared Butler,2023-24,23.0,WAS,SG,40.0,0.0,14.2,1.5,3.2,0.7,0.2,6.3,14.1,19.9,0.579,0.6,-2.1,0.0,,,,,,,,,,,,,,,,0
Jared Butler,2024-25,24.0,2TM,SG,60.0,17.0,17.4,1.8,3.7,0.7,0.2,9.0,15.6,23.6,0.549,1.4,-1.0,0.3,2.7,0.30000000000000004,0.5,1.5,3.700000000000003,-0.029999999999999916,1.1,0.7999999999999999,0.3,0.5912451158809302,0.39253818082992137,1.1469602801767327,-0.8291928228390846,0.17162294740972797,0.29,0
Jared McCain,2024-25,20.0,PHI,SG,23.0,8.0,25.7,2.4,2.6,0.7,0.0,15.3,15.2,24.7,0.589,0.7,0.2,0.3,,,,,,,,,,,,,,,,0
Jaren Jackson Jr.,2021-22,22.0,MEM,PF,78.0,78.0,27.3,5.8,1.1,0.9,2.3,16.3,17.0,25.4,0.535,5.4,-0.1,1.0,,,,,,,,,,,,,,,,0
Jaren Jackson Jr.,2022-23,23.0,MEM,C,63.0,63.0,28.4,6.8,1.0,1.0,3.0,18.6,21.6,24.7,0.613,6.6,2.8,2.2,2.3000000000000007,1.0,-0.10000000000000009,4.600000000000001,-0.6999999999999993,0.07799999999999996,2.9,1.1999999999999993,1.2000000000000002,0.4647540723892079,1.7204441559480042,-0.40988820391290925,1.6788258960357503,0.3857916293031792,0.77,1
Jaren Jackson Jr.,2023-24,24.0,MEM,C,66.0,66.0,32.2,5.5,2.3,1.2,1.6,22.5,17.4,30.4,0.552,3.0,0.4,1.3,3.8999999999999986,-1.2999999999999998,1.2999999999999998,-4.200000000000003,5.699999999999999,-0.06099999999999994,-2.4,-3.5999999999999996,-0.9000000000000001,0.9707182463560972,-2.0490953863226835,1.8546186820356592,-1.549087084738344,-2.184232553418239,-0.59,0
Jarred Vanderbilt,2020-21,21.0,MIN,PF,64.0,30.0,17.8,5.8,1.2,1.0,0.7,5.4,16.2,12.3,0.612,3.1,-0.1,0.5,,,,,,,,,,,,,,,,0
Jarred Vanderbilt,2021-22,22.0,MIN,PF,74.0,67.0,25.4,8.4,1.3,1.3,0.6,6.9,15.3,10.9,0.612,6.0,0.2,1.1,1.5,2.6000000000000005,0.10000000000000009,-0.8999999999999986,-1.4000000000000004,0.0,0.30000000000000004,2.9,0.6000000000000001,0.21177198540576275,-0.6355180579711741,-0.6575686445635344,-0.13252095648496487,1.2960085273503485,0.02,0
Jarred Vanderbilt,2022-23,23.0,2TM,PF,78.0,65.0,24.1,7.5,2.4,1.1,0.3,7.9,15.1,13.6,0.604,5.2,1.1,1.5,1.0,-0.9000000000000004,1.0999999999999999,-0.20000000000000107,2.6999999999999993,-0.008000000000000007,0.9000000000000001,-0.7999999999999998,0.3999999999999999,0.05365818104110966,-0.3356683216541888,0.7931310792472674,-0.3183001208460641,-0.6850517801640781,-0.1,0
Jarred Vanderbilt,2023-24,24.0,LAL,PF,29.0,6.0,20.0,4.8,1.2,1.2,0.2,5.2,11.6,11.7,0.578,1.1,-1.6,0.0,-2.7,-2.7,-1.2,-3.5,-1.9000000000000004,-0.026000000000000023,-2.7,-4.1,-1.5,-1.1163839712573234,-1.7492456500056957,-0.8344832450282663,-0.7363032406585375,-2.4519434057850535,-1.38,0
Jarrett Allen,2020-21,22.0,2TM,C,63.0,45.0,29.6,10.0,1.7,0.5,1.4,12.8,20.1,16.6,0.661,6.4,1.1,1.4,,,,,,,,,,,,,,,,0
Jarrett Allen,2021-22,23.0,CLE,C,56.0,56.0,32.3,10.8,1.6,0.8,1.3,16.1,23.0,18.1,0.698,8.5,3.9,2.7,3.3000000000000007,0.8000000000000007,-0.09999999999999987,2.8999999999999986,1.5,0.03699999999999992,2.8,2.0999999999999996,1.3000000000000003,0.7809816811185141,0.9922376534638935,0.36853603813191105,0.7267076786851165,0.8676711635634453,0.75,1
Jarrett Allen,2022-23,24.0,CLE,C,68.0,68.0,32.6,9.8,1.7,0.8,1.2,14.3,19.9,16.4,0.67,9.5,2.4,2.4,-1.8000000000000007,-1.0,0.09999999999999987,-3.1000000000000014,-1.7000000000000028,-0.027999999999999914,-1.5,1.0,-0.30000000000000027,-0.831779123400948,-1.5779029435388467,-0.7637174048423744,-0.7827480317488097,0.27870728835645375,-0.74,0
Jarrett Culver,2020-21,21.0,MIN,SG,34.0,7.0,14.7,3.1,0.7,0.5,0.3,5.3,8.8,18.2,0.476,-0.1,-5.6,-0.5,,,,,,,,,,,,,,,,0
Javon Freeman-Liberty,2023-24,24.0,TOR,PG,22.0,6.0,18.3,3.2,1.8,0.5,0.2,7.0,10.7,17.5,0.547,0.2,-5.2,-0.3,,,,,,,,,,,,,,,,0
Jaxson Hayes,2020-21,20.0,NOP,C,60.0,3.0,16.1,4.3,0.6,0.4,0.6,7.5,19.1,16.2,0.675,3.5,0.6,0.6,,,,,,,,,,,,,,,,0
Jaxson Hayes,2021-22,21.0,NOP,C,70.0,28.0,20.0,4.5,0.6,0.5,0.8,9.3,18.5,16.4,0.68,5.1,0.2,0.8,1.8000000000000007,0.20000000000000018,0.0,-0.6000000000000014,0.1999999999999993,0.0050000000000000044,-0.39999999999999997,1.5999999999999996,0.20000000000000007,0.30664026802455485,-0.5070110281210384,-0.09144192307639225,-0.01640897875927785,0.599960311196631,0.06,0
Jaxson Hayes,2022-23,22.0,NOP,C,47.0,2.0,13.0,2.8,0.7,0.4,0.4,5.0,13.7,15.7,0.605,1.5,-1.2,0.1,-4.300000000000001,-1.7000000000000002,0.09999999999999998,-4.800000000000001,-0.6999999999999993,-0.07500000000000007,-1.4,-3.5999999999999996,-0.7000000000000001,-1.6223481452242132,-2.3061094460229565,-0.40988820391290925,-1.8742006223702703,-2.184232553418239,-1.68,0
Jaxson Hayes,2023-24,23.0,LAL,C,70.0,5.0,12.5,3.0,0.5,0.5,0.4,4.3,14.0,12.5,0.718,2.5,-1.9,0.0,-0.7000000000000002,0.20000000000000018,-0.19999999999999996,0.3000000000000007,-3.1999999999999993,0.11299999999999999,-0.7,1.0,-0.1,-0.483928753798711,-0.12148993857062639,-1.294461206236569,2.4916097401155595,0.27870728835645375,0.17,0
Jaxson Hayes,2024-25,24.0,LAL,C,56.0,35.0,19.5,4.8,1.0,0.6,0.9,6.8,15.8,12.4,0.72,3.7,-0.3,0.5,2.5,1.7999999999999998,0.5,1.8000000000000007,-0.09999999999999964,0.0020000000000000018,1.5999999999999999,1.2000000000000002,0.5,0.5279995941350689,0.5210452106800587,-0.19759068335523103,-0.08607616539469007,0.3857916293031797,0.23,0
Jaylen Brown,2020-21,24.0,BOS,SG,58.0,58.0,34.5,6.0,3.4,1.2,0.6,24.7,19.9,29.7,0.586,4.8,2.5,2.3,,,,,,,,,,,,,,,,0
Jaylen Clark,2024-25,23.0,MIN,SG,40.0,4.0,13.1,1.3,0.7,0.9,0.1,4.1,12.0,12.0,0.598,1.6,-0.2,0.2,,,,,,,,,,,,,,,,0
Jaylen Nowell,2020-21,21.0,MIN,SG,42.0,0.0,18.1,2.3,1.5,0.5,0.3,9.0,12.3,21.4,0.528,0.7,-2.8,-0.2,,,,,,,,,,,,,,,,0
Jaylen Nowell,2021-22,22.0,MIN,SG,62.0,1.0,15.7,2.0,2.1,0.4,0.2,8.5,16.8,21.0,0.581,2.8,0.8,0.7,-0.5,-0.2999999999999998,0.6000000000000001,4.5,-0.3999999999999986,0.052999999999999936,3.5999999999999996,2.0999999999999996,0.8999999999999999,-0.4206832320528497,1.6776084793312915,-0.30373944363406985,1.098266007407315,0.8676711635634453,0.58,1
Jaylen Nowell,2022-23,23.0,MIN,SG,65.0,2.0,19.3,2.6,2.0,0.6,0.1,10.8,13.7,25.0,0.527,1.2,-2.5,-0.2,2.3000000000000007,0.6000000000000001,-0.10000000000000009,-3.1000000000000014,4.0,-0.05399999999999994,-3.3,-1.5999999999999999,-0.8999999999999999,0.4647540723892079,-1.5779029435388467,1.2531090404555707,-1.3865303159223823,-1.1133891439509813,-0.47,0
Jaylen Wells,2024-25,21.0,MEM,SG,79.0,74.0,25.9,3.4,1.7,0.6,0.1,10.4,10.5,15.9,0.56,3.5,-2.2,-0.1,,,,,,,,,,,,,,,,0
Jaylin Williams,2022-23,20.0,OKC,C,49.0,36.0,18.7,4.9,1.6,0.6,0.2,5.9,11.2,13.5,0.559,1.9,-1.7,0.1,,,,,,,,,,,,,,,,0
Jaylin Williams,2023-24,21.0,OKC,C,69.0,1.0,13.0,3.4,1.6,0.4,0.4,4.0,12.7,13.5,0.561,2.4,1.1,0.7,-1.9000000000000004,-1.5000000000000004,0.0,1.5,0.0,0.0020000000000000018,2.8,0.5,0.6,-0.8634018842738784,0.39253818082992137,-0.16220776326228478,-0.08607616539469007,0.010996435989639336,-0.14,0
Jaylin Williams,2024-25,22.0,OKC,PF,47.0,9.0,16.7,5.6,2.6,0.5,0.6,5.9,16.4,14.6,0.594,3.3,4.3,1.2,1.9000000000000004,2.1999999999999997,1.0,3.6999999999999993,1.0999999999999996,0.03299999999999992,3.1999999999999997,0.8999999999999999,0.5,0.3382630288974853,1.3349230663975924,0.22700435776012537,0.633818096504567,0.22516511788309085,0.55,0
Jayson Tatum,2020-21,22.0,BOS,SF,64.0,64.0,35.8,7.4,4.3,1.2,0.5,26.4,21.3,30.8,0.576,6.5,3.9,3.4,,,,,,,,,,,,,,,,0
Jayson Tatum,2021-22,23.0,BOS,SF,76.0,76.0,35.9,8.0,4.4,1.0,0.6,26.9,21.8,32.1,0.578,9.6,5.0,4.8,0.5,0.5999999999999996,0.10000000000000053,0.5,1.3000000000000007,0.0020000000000000018,1.1,3.0999999999999996,1.4,-0.10445562332354344,-0.03581858533720201,0.2977701979460185,-0.08607616539469007,1.4030928682970742,0.29,0
